epoch,accuracy,learning_rate,loss,val_accuracy,val_loss
0,0.42774131894111633,9.999999747378752e-06,1.7651816606521606,0.7367706894874573,0.8614089488983154
1,0.44536083936691284,9.999999747378752e-06,1.6683783531188965,0.7347354292869568,0.8696410059928894
2,0.4447047710418701,9.999999747378752e-06,1.6443251371383667,0.7367706894874573,0.8678109645843506
3,0.4502342939376831,9.999999747378752e-06,1.615141749382019,0.7428765296936035,0.8460366129875183
4,0.46073102951049805,9.999999747378752e-06,1.5899920463562012,0.7442333698272705,0.8501061797142029
5,0.4617619514465332,9.999999747378752e-06,1.576202630996704,0.7516960501670837,0.8300654292106628
6,0.46869727969169617,9.999999747378752e-06,1.5461583137512207,0.7503392100334167,0.8316667079925537
7,0.4735707640647888,9.999999747378752e-06,1.5206938982009888,0.756445050239563,0.8113855719566345
8,0.47582006454467773,9.999999747378752e-06,1.53392493724823,0.7530528903007507,0.8231898546218872
9,0.48537957668304443,9.999999747378752e-06,1.5049084424972534,0.753731369972229,0.830720841884613
10,0.4794751703739166,9.999999747378752e-06,1.5195913314819336,0.7544097900390625,0.8239848017692566
11,0.48772257566452026,9.999999747378752e-06,1.4961436986923218,0.753731369972229,0.8181895017623901
12,0.4884723424911499,9.999999747378752e-06,1.4988363981246948,0.7557666301727295,0.8140296936035156
13,0.4920337498188019,2.9999998787388904e-06,1.4663074016571045,0.7571234703063965,0.8100810647010803
14,0.4967197775840759,2.9999998787388904e-06,1.4611961841583252,0.7557666301727295,0.8209836483001709
15,0.4880974590778351,2.9999998787388904e-06,1.4733861684799194,0.7632293105125427,0.7944567799568176
16,0.5056232213973999,2.9999998787388904e-06,1.458769679069519,0.7544097900390625,0.8146499991416931
17,0.4986879229545593,2.9999998787388904e-06,1.455930233001709,0.7557666301727295,0.8024847507476807
18,0.49493908882141113,2.9999998787388904e-06,1.451759696006775,0.7611940503120422,0.7876767516136169
19,0.49681350588798523,2.9999998787388904e-06,1.4593526124954224,0.759158730506897,0.8005824089050293
20,0.4995313882827759,2.9999998787388904e-06,1.4644306898117065,0.75780189037323,0.7957900166511536
21,0.49896907806396484,2.9999998787388904e-06,1.445997953414917,0.7645861506462097,0.7881291508674622
22,0.5019681453704834,2.9999998787388904e-06,1.4532312154769897,0.7625508904457092,0.7961159348487854
23,0.49859419465065,2.9999998787388904e-06,1.4474265575408936,0.770691990852356,0.7844159007072449
24,0.5051546096801758,2.9999998787388904e-06,1.4298077821731567,0.767978310585022,0.7856944799423218
25,0.5008434653282166,2.9999998787388904e-06,1.4525892734527588,0.7666214108467102,0.7835376262664795
26,0.49859419465065,2.9999998787388904e-06,1.4538536071777344,0.767978310585022,0.7788015604019165
27,0.5032802224159241,2.9999998787388904e-06,1.4519609212875366,0.7645861506462097,0.786536455154419
28,0.514432966709137,2.9999998787388904e-06,1.4426339864730835,0.769335150718689,0.7732815742492676
29,0.5095595121383667,2.9999998787388904e-06,1.429693579673767,0.767978310585022,0.7817400097846985
30,0.5081536769866943,2.9999998787388904e-06,1.426261067390442,0.770691990852356,0.7754905819892883
31,0.508903443813324,2.9999998787388904e-06,1.4255415201187134,0.767978310585022,0.778805136680603
32,0.508903443813324,2.9999998787388904e-06,1.4257593154907227,0.770691990852356,0.768155038356781
33,0.5065604448318481,2.9999998787388904e-06,1.4282865524291992,0.7727272510528564,0.7704598903656006
34,0.506091833114624,2.9999998787388904e-06,1.430503487586975,0.7686567306518555,0.773746132850647
35,0.5093720555305481,2.9999998787388904e-06,1.423102855682373,0.769335150718689,0.7650218605995178
36,0.5142455697059631,2.9999998787388904e-06,1.4130275249481201,0.7734056711196899,0.764975368976593
37,0.5149015784263611,2.9999998787388904e-06,1.4259146451950073,0.769335150718689,0.7801598906517029
38,0.5157451033592224,2.9999998787388904e-06,1.423594355583191,0.7652645707130432,0.7770869135856628
39,0.5194001793861389,2.9999998787388904e-06,1.4063265323638916,0.770691990852356,0.774448037147522
